original_text,reframed_text,strategy,original_with_label
Wondering if I can just move to butternut and start a new life my name is now Jessa,I wonder if I should change my life so it can be better.,['neutralizing'],Wondering if I can just move to butternut and start a new life my name is now Jessa Strategy: ['neutralizing']
"All I'm saying is that if someone were to stuff my CPO with chocolate, I wouldn't be mad about it.",It would be really great if someone gave me a lot of chocolate right now!,['optimism'],"All I'm saying is that if someone were to stuff my CPO with chocolate, I wouldn't be mad about it. Strategy: ['optimism']"
"Ughhh, I hate it when my mom stresses me out even more! Like can't you see i'm doing whatever possible to graduate??","My mother is on my back about school, I am sure she is only doing this because she loves me and want to see me succeed","['optimism', 'thankfulness']","Ughhh, I hate it when my mom stresses me out even more! Like can't you see i'm doing whatever possible to graduate?? Strategy: ['optimism', 'thankfulness']"
"A tired grumpy toddler, a mountain of ironing and housework all while waiting for a delivery epicfail day","I may have a lot on my plate, but I also have the strength to handle all of it.","['optimism', 'self_affirmation']","A tired grumpy toddler, a mountain of ironing and housework all while waiting for a delivery epicfail day Strategy: ['optimism', 'self_affirmation']"
My day went from great to being super annoyed with life in a matter of 20min.,Today has been amazing ive only had one blip but who doesnt,"['impermanence', 'neutralizing']","My day went from great to being super annoyed with life in a matter of 20min. Strategy: ['impermanence', 'neutralizing']"
After tonight I'm in desperate need of a vacation some liquor and some weed .,Rest will feel so much better after all the work I have done! I can't wait to relax!,['optimism'],After tonight I'm in desperate need of a vacation some liquor and some weed . Strategy: ['optimism']
Tried BBC1 Stress programme. me out so much in the 1st 5 mins that I switched off. Awful music and screechy voices. No thanks.,"I know not to watch BBC1 as it's really awful, and I can find something to watch that makes me feel better.","['optimism', 'thankfulness']","Tried BBC1 Stress programme. me out so much in the 1st 5 mins that I switched off. Awful music and screechy voices. No thanks. Strategy: ['optimism', 'thankfulness']"
I always think I'm going to be late for work. Then I end up being suuuuper early.,It's important for me to get to work earlier than to be late!,['neutralizing'],I always think I'm going to be late for work. Then I end up being suuuuper early. Strategy: ['neutralizing']
Been a long few days and weeks for that matter. Just really want to get out of this slump NOW!!! tired,I hope the coming days bring better luck and I get out of this slump very soon.,"['impermanence', 'optimism']","Been a long few days and weeks for that matter. Just really want to get out of this slump NOW!!! tired Strategy: ['impermanence', 'optimism']"
I'm gone one day and my grade goes from an A to a B in AP world?,I should improve my grades in AP World which has deteriorated from A to a B.,"['impermanence', 'optimism']","I'm gone one day and my grade goes from an A to a B in AP world? Strategy: ['impermanence', 'optimism']"
I really do not want to have to keep having these conversations. They go no where and solve nothing. Nothing changes. pissedoff,"I must stop having unnecessary conversations that go nowhere, or I will keep getting angry.","['impermanence', 'neutralizing']","I really do not want to have to keep having these conversations. They go no where and solve nothing. Nothing changes. pissedoff Strategy: ['impermanence', 'neutralizing']"
Dreaded Food Shop On An Empty Stomach and A Demandin Child This Could Be The Death Of Me,Im really hungry but at least I can have a nice meal when I get back home from the food shop.,"['neutralizing', 'optimism']","Dreaded Food Shop On An Empty Stomach and A Demandin Child This Could Be The Death Of Me Strategy: ['neutralizing', 'optimism']"
"Only 2 and a half days to go and then I can stand under hot streaming water for a hour without feeling guilty, but for now . still gotta keep working, deadlines lastsprint",I have two and a half hours before I will let myself take a shower. I want to get as much studying in as possible.,"['growth', 'neutralizing']","Only 2 and a half days to go and then I can stand under hot streaming water for a hour without feeling guilty, but for now . still gotta keep working, deadlines lastsprint Strategy: ['growth', 'neutralizing']"
can't fall asleep. thinking. minds racing. a mile a minute.  sotired stressed wanna get this crap out off my chest.,"I have trouble sleeping, maybe I could use this time to be productive instead of sleeping.",['growth'],can't fall asleep. thinking. minds racing. a mile a minute.  sotired stressed wanna get this crap out off my chest. Strategy: ['growth']
"Feeling like I got a massive weight on my shoulders right now, can't wait for these exams to be over :(",I'm glad I took exams to find out soon how to treat my shoulder,"['optimism', 'thankfulness']","Feeling like I got a massive weight on my shoulders right now, can't wait for these exams to be over :( Strategy: ['optimism', 'thankfulness']"
"So run down at work, feel like I'm just gonna collapse on the floor, I wanna go home notwell",I'm feeling like I'm going to collapse. I hope it will get better soon.,['impermanence'],"So run down at work, feel like I'm just gonna collapse on the floor, I wanna go home notwell Strategy: ['impermanence']"
Procrastination ): ha and avoiding it by posting it on twitter! Don't care stressed almostdone,ha and avoiding it by posting it on twitter!,['neutralizing'],Procrastination ): ha and avoiding it by posting it on twitter! Don't care stressed almostdone Strategy: ['neutralizing']
"I think I'll drop out of school and working, and become a hobo. Whose with me? Tired",I need to take a bit and reset my mental and gain confidence back into myself. School and work has been a toll on me.,"['neutralizing', 'self_affirmation']","I think I'll drop out of school and working, and become a hobo. Whose with me? Tired Strategy: ['neutralizing', 'self_affirmation']"
